book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
4Q174,4Q174:f1_2i:1-f1_2i:8,sectarian_texts,Catena_Florilegium,0.96350145,0.9693501, ד אויב ולוא יוסיף בן עולה לענותו כאשר בראישונה ולמן היום אשר צויתי שפטים על עמי ישראל הואה הבית אשר ל באחרית הימים כאשר כתוב בספר מושה מקדש אדני כוננו ידיכה יהוה ימלוך עולם ועד הואה הבית אשר לוא יבוא שמה עד עולם ועמוני ומואבי וממזר ובן נכר וגר עד עולם כיא קדושי שם י ה עולם תמיד עליו יראה ולוא ישמוהו עוד זרים כאשר השמו בראישונה את מקדש ישראל בחטאתמה ויואמר לבנות לוא מקדש אדם להיות מקטירים בוא לוא לפניו מעשי תורה ואשר אמר לדויד והניחותי לכה מכול אויביכה אשר יניח להמה מכול בני בליעל המכשילים אותמה לכלותמה מה כאשר באו במחשבת בליעל להכשיל בני ,108
4Q427,4Q427:f7ii:18-f8i:14,sectarian_texts,4QH,0.96343565,0.969103,בני שמים ואין מליצ להשיב דבר כפיכה לכה כיא העמדתנו לרצונכה ונעצור כוח להשיב לכה שמע נפלאותיכה כאלה דברנו לכה ולוא לאיש בינים והטיתה אוזן למוצא שפתינו השמיעו ואמורו ברוך אל הדעות הנוטה שמים בכוחו וכול מחשביהמה מכין בעוזו ארצ בגבורתו עושה לוא יעצרו כוח לדעת כבודכה ולספר נפלאותיכה כי יהללוכה לפי שכלם וכפי דעתמה בכבודכה פתחתה לאין השבת מקצ לקצ ישמיעו ומועד למועד יברכו בקול ואנחנו ביחד נועדנו ועם ידעים נוסרה לכה ונרננה ברוב רחמיכה עם גבוריכה ובהפלא נספרה יחד בעדת אל ועם בעדת וצאצאינו הודעתה עמ בני איש בתוכ בני אדם כי בהפלא מאדה ביחד רנה גדול אל המפלי ל בדו ,104
1QHa,1QHa:9:23-9:29,sectarian_texts,Hodayot,0.9634164,0.9690306,גליתה אוזני לרזי פלא ואני יצר החמר ומגבל המים סוד הערוה ומקור הנדה כור העוון ומבנה החטאה רוח התועה ונעוה בלא בינה ונבעתה במשפטי צדק מה אדבר בלא נודע ואשמיעה בלא סופר הכול חקוק לפניכה בחרת זכרון לכול קצי נצח ותקופות מספר שני עולם בכול מועדיהם ולוא נסתרו ולא נעדרו מלפניכה ומה יספר אנוש חטאתו ומה יוכיח על עוונותיו ומה ישיב עול כועל משפט הצדק לכה אתה אל הדעות כול מעשי הצדקה וסוד האמת ולבני האדם עבודת העוון ומעשי הרמיה אתה בראתה ,83
CD,CD:7:18-8:6,sectarian_texts,CD,0.9634147,0.96902436,אשר בזה ישראל את דבריהם והכוכב הוא דורש התורה הבא דמשק כאשר כתוב דרך כוכב מיעקב וקם שבט מישראל השבט הוא נשיא כל העדה ובעמדו וקרקר את כל בני שת אלה מלטו בקץ הפקודה הראשון והנסוגים הסגירו לחרב וכן משפט כל באי בריתו אשר לא יחזיקו באלה לפוקדם לכלה ביד בליעל הוא היום אשר יפקד אל היו שרי יהודה אשר תשפוך עליהם העברה כי יחלו למרפא וידקמום וידבק מום כל מורדים מאשר לא סרו מדרך בוגדים ויתגוללו בדרכי זונות ובהון רשעה ונקום וניטור איש לאחיו ושנוא איש את רעהו ויתעלמו איש בשאר בשרו ,94
1QSb,1QSb:4:2-4:28,sectarian_texts,the_rule_of_the_blessings,0.9633701,0.9688567,לו וכליל אנוש ובתענוגות בני אדם ך ברכות עולם עטרת רואשכה קודש דיכה ומ ל שתי הלי לו לבחון סביב לו על פניהם כה ויצדיקכה מכול כיא בחר בכה ולשאת ברוש קדושים ועמכה לברך כה ברת בידכה אנשי עצת אל ולוא ביד שר יד באיש לרעהו ואתה כמלאך פנים במעון קודש לכבוד אלוהי צבאות תעבוד לעולם ותהיה סביב משרת בהיכל מלכות ומפיל גורל עם מלאכי פנים ועצת יחד עם קדושים לעת עולם ולכול קצי נצח כיא אמת כול משפטיו וישימכה קודש בעמו ולמאור גדול לאור לתבל בדעת ולהאיר פני רבים בשכל חיים וישימכה נזר לקודש קודשים כיא אתה תקדש לו ותכבד שמו וקודשיו ,104
1QHa,1QHa:5:26-5:33,sectarian_texts,Hodayot,0.96312475,0.9679352,וכול צאצאיה בימים ובתהומות ככול מחשבותם לכול קצי עולם ופקודת עד כי אתה הכינותמה מקדם עולם ומעשה בם בעבור יספרו כבודך בכול ממשלתך כי הראיתם את אשר לא י אשר קדם ולברוא חדשות להפר קימי קדם ולהקים נהיות עולם כי אתה הכינותמה ואתה תהיה לעולמי עד וברזי שכלכה פלגתה כול אלה להודיע כבודך כי מה היא רוח בשר להבין בכול אלה ולהשכיל בס גדול ומה ילוד אשה בכול גדוליך הנוראים והוא מבנה עפר ומגבל מים אשמה וחטאה סודו ערות קלון ומקור הנדה ורוח נעוה משלה בו ואם ירשע יהיה לאות עד עולם ומופת דורות רחוקים לבשר רק בטובך ,99
4Q171,4Q171:f1+3_4iii:3-f1+3_4iii:14,sectarian_texts,Pesharim,0.9628886,0.96704817,יובדו פשרו אשר יחים ברעב במועד התעות ורבים יובדו ברעב ובדבר כול אשר לוא יצאו להיות עם ואוהבי יהוה כיקר כורים פשרו עדת בחירו אשר יהיו רשים ושרים צון בתוך עדריהם כלו כעשן כולו פשרו על שרי הרשעה אשר הונו את עם קודשו אשר יובדו כעשן האוד ברוח לוה רשע ולוא ישלם וצדיק חונן ונותן כיא מבורכו ירשו ארץ ומקוללו יכרתו פשרו על עדת האביונים הם נחלת כול ה ל ירשו את הר מרום ישראל ובקודשו יתענגו ומקוללו יכרתו המה עריצי הברית רשעי ישראל אשר יכרתו ונשמדו לעולם כיא מיהוה מצעדי גבר כוננו בכול דרכו יחפץ כיא יפול לוא ,100
1QM,1QM:1:5-1:11,sectarian_texts,War Scroll,0.9624947,0.9655686,לכול אנשי גורלו וכלת עולמים לכול גורל בליעל והיתה מהומה גדולה בבני יפת ונפל אשור ואין עוזר לו וסרה ממשלת כתיים להכניע רשעה לאין שארית ופלטה לוא תהיה לכול בני חושך ובני צדק יאירו לכול קצוות תבל הלוך ואור עד תום כול מועדי חושך ובמועד אל יאיר רום גודלו לכול קצי עולמים לשלום וברכה כבוד ושמחה ואורך ימים לכול בני אור וביום נפול בו כתיים קרב ונחשיר חזק לפני אל ישראל כיא הואה יום יעוד לו מאז למלחמת כלה לבני חושך בו יתקרבו לנחשיר גדול עדת אלים וקהלת אנשים בני אור וגורל חושך נלחמים יחד לגבורת אל בקול המון גדול ותרועת אלים ואנשים ליום הווה והיאה עת ,108
4Q418,4Q418:f126ii:5-f127:3,sectarian_texts,Instruction,0.9624865,0.9655379,יסתר כול וגם לוא נהיו בלוא רצונו ומחוכמתו משפט להשיב נקם לבעלי און ופקודת ש ולסגור בעד רשעים ולהרים ראוש דלים בכבוד עולם ושלום עד ורוח חיים להבדיל כול בני חוה ובכוח אל ורוב כבודו עם טובו ובאמונתו ישיחו כול היום תמיד יהללו שמו וה ואתה באמת התהלך עם כול דורשי ובידכה אוטהו ומטנאכה ידרוש חפצו ואתה מבין ואם לוא תסשיג ידו למחסורכה ומחסור אוטו פיהו ואל ישים מחפצו כי אל י ידכה למותר ופרץ מקניכה עולם ואין ליכה מקורכה ומחסורכה לוא תמצא ודאבה נפשכה מכול טוב למות שאול צפה כול היום ואותה נפשכה כי תבוא בפתחיה וקברת וכסתה גויתכה והייתה למאכל שן ולחומי רשף נגד מו ,108
1QHa,1QHa:6:16-6:26,sectarian_texts,Hodayot,0.96239865,0.96520793,וצופים לישועתך ואתה וחזקתה חוקיך בידם לעשות משפט תבל ולנחול בכול צדקותיך ולהיות בסוד קודש לדורות עולם וכול שי מעשיהם עם תענוג אנשי חזונכה ברוך אתה אדוני הנותן בלב עבדך בינה להשכיל בכול אלה ולהתבונן ב ולהתאפק על עלילות רשע ולברך בצדק כול בוחרי רצונך לבחור בכול אשר אהבתה ולתעב את כול אשר שנאתה ותשכל עבדך ב גורלות אנוש כי לפי רוחות תפילם בין טוב לרשע ותכן תם פעולתם ואני ידעתי מבינתך כי ברצונכה באיש הרביתה נחלתו ברוח קודשך וכן תגישנו לבינתך ולפי קורבו קנאתו על כול פועלי רשע ואנשי רמיה כי כול קרוביך לא ימרו פיך וכול יודעיך לא ישנו דבריך כי אתה צדיק ואמת כול בחיריך וכול עולה ,111
4Q427,4Q427:f7ii:9-f7ii:18,sectarian_texts,4QH,0.96234375,0.9650017,עד שחקים יגבירהו בקומה ועמ אלים בעדת יחד ורפ אפ לכלת עולם וכושלי ארצ ירים לאין מחיר וגבורת עד עם מצעדם ושמחת עולם במכוניהמה כבוד נצח ואין השבת לעולמי עד יומרו ברוכ אל המפלי פלאות גאות ומגדיל להופיע גבורה ומצדיק בדעת לכול מעשיו וטוב על פניהמה בדעתמה ברוב חסדיו והמון רחמיו לכול בני אמתו ידענוכה אל הצדק והשכלנו באמתכה מלך הכבוד כיא ראינו קנאתכה בכוח גבורתכה והכרנו משפטיכה בהמון רחמיכהם והפלא סליחות מה בשר לאלה ומה יחשב עפר ואפר לספר אלה מקצ לקצ ולהתיצב במעמד לפניכה ולבוא ביחד עם בני שמים ואין מליצ להשיב דבר כפיכה ,97
1QHa,1QHa:15:13-15:22,sectarian_texts,Hodayot,0.9623387,0.9649827,לעפים לעצת קודש ותחזקני בבריתכה ולשוני כלמודיך ואין פה לרוח הוות ולא מענה לשון לכול בני אשמה כי תאלמנה שפתי שפתי שקר כי כול גדי למשפט תרשיע להבדיל בי בין צדיק לרשע כי אתה ידעתה כול יצר מעשה וכול מענה לשון הכרתה ותכן לבי כלמודיכה וכאמתכה לישר פעמי לנתיבות צדקה להתהלך לפניך בגבול חיים לשבולי כבוד וחיים ושלום לאין הסר ולוא להשבת לנצח ואתה ידעתה יצר עבדכה כי לא צ משענתו להרים לבו ולהעיז בכוח ומחסי בשר אין לי אין צדקות להנצל מפ בלוא סליחה ואני נשענתי ברוב רחמיכה ולהמון חסדכה אוחיל להציץ כמטע ולגדל נצר להעיז בכוח ול כי בצדקתכה העמדתני ,103
