N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
277,תרומת ידכם,Deu:12:6,,,,,,,V,, ,,V,,,,,,,,,,,,,,
278,ובכרת בקרכם וצאנכם,Deu:12:6,,,,,,,V,V, ,,V,2, ,,,,,,,,,,,,
279,בכל משלח ידכם,Deu:12:7,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
280,ותרמת ידכם,Deu:12:11,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
281,וכל מבחר נדריכם,Deu:12:11,,,,,,V,V,V, ,,V,,,,,,,,,,,,,,
282,בכל אות נפשך,Deu:12:15,,,,,,V,V,, ,,V,,,,,,,,,,,,,,
283,כברכת יהוה אלהיך,Deu:12:15,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
284,מעשר דגנך ותירשך ויצהרך   ,Deu:12:17,,,,,,,V,, ,,V,3, ,,,,,,,,,,,,
285,ובכרת בקרך וצאנך,Deu:12:17,,,,,,,V,V, ,,V,2, ,,,,,,,,,,,,
286,ותרומת ידך ,Deu:12:17,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
287,ובכרת בקרך וצאנך,Deu:12:17,,,,,,,V,V, ,,V,2,,,,,,,,,,,,,
288,בכל משלח ידך,Deu:12:18,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
289,בכל אות נפשך,Deu:12:20,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
290,בכל אות נפשך,Deu:12:21,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
291,בעיני יהוה,Deu:12:25,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
292,מזבח יהוה אלהיך,Deu:12:27,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
293,ודם זבחיך,Deu:12:27,,,,,,, ,V, ,,V,,,,,,,,,,,,,,
294,מזבח יהוה אלהיך,Deu:12:27,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
295,בעיני יהוה אלהיך,Deu:12:28,,,יהוה אלהיך,,,, ,,V,,V,,,,,,,,,,,,,,
296,כל תועבת יהוה,Deu:12:31,,,יהוה,,,V,,,,,V,,,,,,,,,,,,,,
297,דברי הנביא,Deu 13:4,,,,,,,,,,,V,,,,,,,,,,,,,,
298,חלם החלום,Deu 13:6,,,,,,,,,,,V,,,,,,,,,,,,V,,
299,מארץ מצרים,Deu 13:6,,,,,,,,,V,,V,,,,,,,,,,,,,,
300,מבית עבדים,Deu 13:6,,,,,,,,,V,,V,,,,,,,,,,,,,,
301,בן אמך,Deu 13:7,,,,,,,V,, ,,V,,,,,,,,,,,,,,
302,אשת חיקך,Deu 13:7,,,,,,,V,, ,,V,,,,,,,,,,,,,,
303,מאלהי העמים,Deu 13:8,,,אלהי העמים,,,,,,V,,V,,,,,,,,,,,,,,
304,מקצה הארץ,Deu 13:8,,,,,,,,,V,,V,,,,,,,,,,,,,,
305,קצה הארץ,Deu 13:8,,,,,,,,,,,V,,,,,,,,,,,,,,
306,ויד כל העם,Deu 13:10,,,,,V, ,,V, ,,V,,,,,,,,,,,,,,
307,מארץ מצרים,Deu 13:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
308,מבית עבדים,Deu 13:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
309,בני בליעל,Deu 13:14,,,,,,,,,,,V,,,,,,,,,,,,,,
310,ישבי עירם,Deu 13:14,,,,,,,,,,,V,,,,,,,,,,V,, ,,
311,ישבי העיר,Deu 13:16,,,,,,,,,,,V,,,,,,,,,,V,, ,,
312,תל עולם,Deu 13:17,,,,,,,,,,,V,,,,,,,,,,,,,,
313,מחרון אפו,Deu 13:18,,,,,,,V,,V,,V,,,,,,,,,,,,,,
314,בקול יהוה אלהיך,Deu 13:19,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
315,בעיני יהוה אלהיך,Deu 13:19,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
316,לעם סגלה,Deu 14:2,,,,,,,,,V,,V,,,,,,,,,,,,,,
317,שה כשבים,Deu 14:4,,,,,,,,,,,V,,,,,,,,,,,,,,
318,ושה עזים,Deu 14:4,,,,,,,,V, ,,V,,,,,,,,,,,,,,
319,מפרסת פרסה,Deu 14:6,,,,,,,,,,,V,,,,,,,,,,,V, ,,
320,ושסעת שסע,Deu 14:6,,,,,,,,V, ,,V,,,,,,,,,,,V, ,,
321,מעלת גרה,Deu 14:6,,,,,,,,,,,V,,,,,,,,,,,V,,,
322,ממעלי הגרה,Deu 14:7,,,,,,,,,V,,V,,,,,,,,,,V,,,,
323,וממפריסי הפרסה,Deu 14:7,,,,,,,,V,V,,V,,,,,,,,,,V,, ,,
324,מעלה גרה,Deu 14:7,,,,,,,,,,,V,,,,,,,,,,,, V,,
325,מפריס פרסה,Deu 14:8,,,,,,,,,,,V,,,,,,,,,,,,V,,
326,בת היענה,Deu 14:15,,,,,,,,,,,V,,,,,,,,,,,,,,
327,כל שרץ העוף,Deu 14:19,,,,,,V,, , ,,V,,,,,,,,,,,,,,
328,בחלב אמו,Deu 14:21,,,,,,,V,,V,,V,,,,,,,,,,,,,,
329,כל תבואת זרעך,Deu 14:22,,,,,,V,V, , ,,V,,,,,,,,,,,,,,
330,מעשר דגנך תירשך ויצהרך  ,Deu 14:23,,,,,,,V,,,,V,3, ,,,,,,,,,,,,
331,ובכרת בקרך וצאנך,Deu 14:23,,,,,,,V,V, ,,V,2, ,,,,,,,,,,,,
332,מקצה שלש שנים,Deu 14:28,?,,,,V, ,,,V,,V,,,,,,,,,,,,,,
333,כל מעשר תבואתך,Deu 14:28,,,,,V,,V,,,,V,,,,,,,,,,,,,,
334,בכל מעשה ידך,Deu 14:29,,,,,V, ,V,,V,,V,,,,,,,,,,,,,,
335,מקץ שבע שנים,Deu 15:1,,,,,V,,,,V,,V,,,,,,,,,,,,,,
336,דבר השמטה,Deu 15:2,,,,,,,,,,,V,,,,,,,,,,,,,,
337,משה ידו,Deu 15:2,,,,,,,V,, ,,V,,,,,,,,,,,,V,,
338,בקול יהוה אלהיך,Deu 15:5,,,יהוה אלהיך,,,,V,,V,,V,,,,,,,,,,,,,,
339,די מחסרו,Deu 15:8,,,,,,,V,, ,,V,,,,,,,,,,,,,,
340,שנת השבע,Deu 15:9,,,,,, ,,,,,V,,,,,,,,,,,,,,
341,שנת השמטה,Deu 15:9,,,,,,,,,,,V,,,,,,,,,,,,,,
342,ובכל משלח ידך,Deu 15:10,,,,,,V,V,V,V,,V,,,,,,,,,,,,,,
343,בארץ מצרים,Deu 15:15,,,,,,,,,V,,V,,,,,,,,,,,,,,
344,עבד עולם,Deu 15:17,,,,,,,,,,,V,,,,,,,,,,,,,,
345,שכר שכיר,Deu 15:18,,,,,,,,,,,V,,,,,,,,,,,,,,
346,בבכר שורך,Deu 15:19,,,,,,,V,,V,,V,,,,,,,,,,,,,,
347,בכור צאנך,Deu 15:19,,,,,,,V,, ,,V,,,,,,,,,,,,,,
348,חדש האביב,Deu 16:1,,,,,,,,,,,V,,,,,,,,,,,,,,
349,בחדש האביב,Deu 16:1,,,,,,,,,V,,V,,,,,,,,,,,,,,
350,לחם עני,Deu 16:3,,,,,,,,,,,V,,,,,,,,,,,,,,
351,מארץ מצרים,Deu 16:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
352,מארץ מצרים,Deu 16:3,,,,,,,V,,V,,V,,,,,,,,,,,,,,
353,כל ימי חייך,Deu 16:3,,,,,,V,V,, ,,V,,,,,,,,,,,,,,
354,חג שבעות,Deu 16:10,,,,,,,,,,,V,,,,,,,,,,,,,,
355,מסת נדבת ידך,Deu 16:10,,,,,,,V,, ,,V,,2,,,,,,,,,,,,
356,חג הסכת,Deu 16:13,,,,,,,,,,,V,,,,,,,,,,,,,,
357,ובכל מעשה ידיך,Deu 16:15,,,,,,V,V,V,V,,V,,,,,,,,,,,,,,
358,פני יהוה ,Deu 16:16,,,יהוה,,,,,,,,V,,,,,,,,,,,,,,
359,בחג המצות,Deu 16:16,,,,,,,,,V,,V,,,,,,,,,,,,,,
360,ובחג השבעות,Deu 16:16,,,,,,,,V,V,,V,,,,,,,,,,,,,,
361,ובחג הסכות,Deu 16:16,,,,,, ,,V,V,,V,,,,,,,,,,,,,,
362,פני יהוה ,Deu 16:16,,,יהוה,,, ,,,,,V,,,,,,,,,,,,,,
363,כמתנת ידו,Deu 16:17,,,,,, ,V, ,V,,V,,,,,,,,,,,,,,
364,כברכת יהוה אלהיך,Deu 16:17,,,יהוה אלהיך,,,, ,,V,,V,,,,,,,,,,,,,,
365,משפט צדק,Deu 16:18,,,,,,,,,,,V,,,,,,,,,,,,,,
366,עיני חכמים,Deu 16:19,,,,,,,,,,,V,,,,,,,,,,,,,,
367,דברי צדיקם,Deu 16:19,,,,,,,,,,,V,,,,,,,,,,,,,,
368,מזבח יהוה אלהיך,Deu 16:21,,,יהוה אלהיך,,,, ,, ,,V,,,,,,,,,,,,,,
369,תועבת יהוה אלהיך,Deu 17:1 ,,,יהוה אלהיך,,,, ,, ,,V,,,,,,,,,,,,,,
370,בעיני יהוה אלהיך,Deu 17:2,,,יהוה אלהיך,,,, ,,V,,V,,,,,,,,,,,,,,
371,לכל צבא השמים,Deu 17:3,,,,,,V,,,V,,V,,,,,,,,,,,,,,
372,יד העדים,Deu 17:7,,,,,,,,,,,V,,,,,,,,,,,,,,
373,יד כל העם,Deu 17:7,,,,,V,,,,,,V,,,,,,,,,,,,,,
374,דברי ריבת  ,Deu 17:8,,,,,,,,,,,V,,,,,,,,,,,,,,
375,דבר המשפט,Deu 17:9,,,,,,,,,,,V,,,,,,,,,,,,,,
376,כסא ממלכתו,Deu 17:18,,,,,,,V,,,,V,,,,,,,,,,,,,,
377,משנה התורה,Deu 17:18,,,,,,,,,,,V,,,,,,,,,,,,,,
378,כל ימי חייו,Deu 17:19,,,,,,V,V,,,,V,,,,,,,,,,,,,,
379,כל דברי התורה,Deu 17:19,,,,,,V,,,,,V,,,,,,,,,,,,,,
380,כל שבט לוי,Deu 18:1,,,,,,V,,,,,V,,,,,,,,,,,,,,
381,אשי יהוה,Deu 18:1,,,יהוה,,,,,,,,V,,,,,,,,,,,,,,
382,משפט הכהנים,Deu 18:3,,,,,,,,,,,V,,,,,,,,,,,,,,
383,זבחי הזבח,Deu 18:3,,,,,,,,,,,V,,,,,,,,,,V,, ,,
384,ראשית דגנך תירשך ויצהרך,Deu 18:4,,,,,,,,,V,,V,3, ,,,,,,,,,,,,
385,וראשית גז צאנך,Deu 18:4,,,,,,,V,V, ,,V,,2,,,,,,,,,,,,
386,בשם יהוה,Deu 18:5,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
387,בכל אות נפשו,Deu 18:6,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
388,בשם יהוה אלהיו,Deu 18:7,,,יהוה אלהיו,,,, ,,V,,V,,,,,,,,,,,,,,
389,תועבת הגוים,Deu 18:9,,,,,,,,,,,V,,,,,,,,,,,,,,
390,תועבת יהוה ,Deu 18:12,,,יהוה ,,,,,,,,V,,,,,,,,,,,,,,
391,ביום הקהל,Deu 18:16,,,,,,,,,V,,V,,,,,,,,,,,,,,
392,קול יהוה אלהי,Deu 18:16,,,יהוה אלהי,,,,,, ,,V,,,,,,,,,,,,,,
393,בשם אלהים,Deu 18:20,,,אלהים,,,,,,V,,V,,,,,,,,,,,,,,
394,גבול ארצך,Deu 19:3,,,,,,,V,, ,,V,,,,,,,,,,,,,,
395,דבר הרצח,Deu 19:4,,,,,,,,,,,V,,,,,,,V,,,,, ,,
396,גאל הדם,Deu 19:6,,,,,,,,,,,V,,,,,,,,,,,,V,,
397,משפט מות,Deu 19:6,,,,,,,,,,,V,,,,,,,,,,,,,,
398,זקני עירו,Deu 19:12,,,,,,,V,,,,V,,,,,,,,,,,,,,
399,ביד גאל הדם,Deu 19:12,,,,,,,,,V,,V,,2,,,,,V,,,,,V,,
400,דם הנקי,Deu 19:13,,,,,,,,,,,V,,,,,,,,,,,,,,
401,גבול רעך,Deu 19:14,,,,,,,V,, ,,V,,,,,,,,,,,,,,
402,עד חמס,Deu 19:16,,,,,,,,,,,V,,,,,,,,,,,,,,
403,עד שקר,Deu 19:18,,,,,,,,,,,V,,,,,,,,,,,,,,
404,מארץ מצרים,Deu 20:1 ,,,,,,,,,V,,V,,,,,,,,,,,,,,
405,ורך לבב,Deu 20:8,,,,,, ,,V, ,,V,,,,,,,,,,,,,,
406,לבב אחיו,Deu 20:8,,,,,,,V,, ,,V,,,,,,,,,,,,,,
407,שרי צבאות ,Deu 20:9,,,,,,,,, ,,V,,,,,,,,,,,,,,
408,בראש העם,Deu 20:9,,,,,,,,,V,,V,,,,,,,,,,,,,,
409,שלל איביך,Deu 20:14,,,,,,,V,, ,,V,,,,,V,,,,,,, ,,
410,מערי הגוים ,Deu 20:15,,,,,,,,,V,,V,,,,,,,,,,,,,,
411,מערי העמים ,Deu 20:16,,,,,,,,,V,,V,,,,,,,,,,,,,,
412,עץ השדה,Deu 20:19,,,,,,,,,,,V,,,,,,,,,,,,,,
413,עץ מאכל  ,Deu 20:20,,,,,,,,,,,V,,,,,,,,,,,,,,
414,עץ מאכל  ,Deu 21:3,,,,,,,,,,,V,,,,,,,,,,,,,,
415,עגלת בקר,Deu 21:3,,,,,,,,,,,V,,,,,,,,,,,,,,
416,זקני העיר,Deu 21:4,,,,,,,,,,,V,,,,,,,,,,,,,,
417,בני לוי,Deu 21:5,,,,,,,,,,,V,,,,,,,,,,,,,,
418,בשם יהוה,Deu 21:5,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
419,וכל זקני העיר,Deu 21:6,,,,,,V,,V, ,,V,,,,,,,,,,,,,,
420,בעיני יהוה,Deu 21:9,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
421,אשת יפת תאר,Deu 21:11,?,,,,,,,,,,V,,2,,,,,,,,,,,,
422,שמלת שביה,Deu 21:13,,,,,,,V,, ,,V,,,,,,,,,,,,,,
423,ירח ימים,Deu 21:13,,,,,,,,,,,V,,,,,,V,,,,,,,,
424,בן האהובה,Deu 21:16,,,,,,,,,,,V,,,,,,V,,,,,, ,,
425,בן השנואה,Deu 21:16,,,,,,,,,,,V,,,,,,V,,,,,, ,,
426,בן השנואה,Deu 21:17,,,,,,,,,,,V,,,,,,,,,,,, ,,
427,ראשית אנו,Deu 21:17,,,,,,,V,, ,,V,,,,,,,,,,,,,,
428,משפט הבכרה,Deu 21:17,,,,,,,,, ,,V,,,,,,,,,,,,,,
429,בקול אביו,Deu 21:18,,,,,,,V,, V,,V,,,,,,,,,,,,,,
430,ובקול אמו,Deu 21:18,,,,,,,V,V,V,,V,,,,,,,,,,,,,,
431,זקני עירו,Deu 21:19,,,,,,,V,, ,,V,,,,,,,,,,,,,,
432,שער מקמו,Deu 21:19,,,,,,,V,, ,,V,,,,,,,,,,,,,,
433,שער מקמו,Deu 21:20,,,,,,,V,, ,,V,,,,,,,,,,,,,,
434,זקני עירו,Deu 21:20,,,,,,,V,, ,,V,,,,,,,,,,,,,,
435,כל אנשי עירו,Deu 21:21,,,,,,V,V,, ,,V,,,,,,,,,,,,,,
436,חטא משפט מות,Deu 21:22,,,,,,,,,,,V,,2,,,,,,,,,,,,
437,קללת אלהים,Deu 21:23,,,אלוהים,,,,,,,,V,,,,,,,,,,,,,,
438,שור אחיך,Deu 22:1,,,,,,,V,, ,,V,,,,,,,,,,,,,,
439,לכל אבדת אחיך,Deu 22:3,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
440,חמור אחיך,Deu 22:4,,,,,,,V,, ,,V,,,,,,,,,,,,,,
441,כלי גבר,Deu 22:5,,,,,,,,,,,V,,,,,,,,,,,,,,
442,שמלת אשה,Deu 22:5,,,,,,,,,,,V,,,,,,,,,,,,,,
443,תועבת יהוה אלהיך,Deu 22:5,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
444,קן ציפור,Deu 22:6,,,,,,,,,,,V,,,,,,,,,,,,,,
445,תבואת הכרם,Deu 22:9,,,,,,,,,,,V,,,,,,,,,,,,,,
446,כנפות כסותך,Deu 22:12,,,,,,,V,, ,,V,,,,,,,,,,,,,,
447,עלילת דברים,Deu 22:14,,,,,,,,,,,V,,,,,,,,,,,,,,
448,אבי הנער,Deu 22:15,,,,,,,,,,,V,,,,,,,,,,,,,,
449,בתולי הנער,Deu 22:15,,,,,,,,,,,V,,,,,,,,,,,,,,
450,זקני העיר,Deu 22:15,,,,,,,,,,,V,,,,,,,,,,,,,,
451,אבי הנער,Deu 22:16,,,,,,,,,,,V,,,,,,,,,,,,,,
452,עלילת דברים,Deu 22:17,,,,,,,,,,,V,,,,,,,,,,,,,,
453,בתולי בתי,Deu 22:17,,,,,,,V,, ,,V,,,,,,,,,,,,,,
454,זקני העיר,Deu 22:17,,,,,,,,,,,V,,,,,,,,,,,,,,
455,זקני העיר ,Deu 22:18,,,,,,,,,,,V,,,,,,,,,,,,,,
456,לאבי הנערה,Deu 22:19,,,,,,,,,V,,V,,,,,,,,,,,,,,
457,בתולת ישראל,Deu 22:19,,,,,,,,, ,,V,,,,,,,,,,,,,,
458,פתח בית אביה,Deu 22:21,,,,,,,V,, ,,V,,2,,,,,,,,,,,,
459,אנשי עירה,Deu 22:21,,,,,,,V,, ,,V,,,,,,,,,,,,,,
460,בית אביה,Deu 22:21,,,,,,,V,, ,,V,,,,,,,,,,,,,,
461,בעלת בעל,Deu 22:22,,,,,,,,,,,V,,,,,,,,V,,,, V,,
462,שער העיר,Deu 22:24,,,,,,,,,,,V,,,,,,,,,,,,,,
463,אשת רעהו,Deu 22:24,,,,,,,V,, ,,V,,,,,,,,,,,,,,
464,חטא מות,Deu 22:26,,,,,,,,,,,V,,,,,,,,,,,,,,
465,לאבי הנער,Deu 22:29,,,,,,,,,V,,V,,,,,,,,,,,,,,
466,אשת אביו,Deu 23:1,,,,,,,V,, ,,V,,,,,,,,,,,,,,
467,כנף אביו,Deu 23:1,,,,,,,V,, ,,V,,,,,,,,,,,,,,
468,פצוע דכא,Deu 23:2,,,,,,,,,,,V,,,,,,,,V,,,,V,,
469,וכרות שפכה,Deu 23:2,,,,,,,,V,,,V,,,,,,,,V,,,,V,,
470,בקהל יהוה,Deu 23:3,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
471,בקהל יהוה,Deu 23:3,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
472,בקהל יהוה,Deu 23:4,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
473,בקהל יהוה,Deu 23:4,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
474,בן בעור,Deu 23:5,,,,,,,,,,,V,,,,,,,,,,,,,,
475,בקהל יהוה,Deu 23:9,,,יהוה,,,,,,V,,V,,,,,,,,,,,,,,
476,מקרה לילה,Deu 23:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
477,ערות דבר,Deu 23:15,,,,,,,,,,,V,,,,,,,,,,,,,,
478,מבנות ישראל,Deu 23:18,,,,,,,,,V,,V,,,,,,,,,,,,,,
479,מבני ישראל,Deu 23:18,,,,,,,,,V,,V,,,,,,,,,,,,,,
480,אתנן זונה,Deu 23:18,,,,,,,,,,,V,,,,,,,,,,,,,,
481,ומחיר כלב,Deu 23:18,,,,,,,,V, ,,V,,,,,,,,,,,,,,
482,בית יהוה אלהיך,Deu 23:19,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
483,תועבת יהוה אלהיך,Deu 23:19,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
484,נשך כסף,Deu 23:19,,,,,,,,,,,V,,,,,,,,,,,,,,
485,נשך אכל,Deu 23:19,,,,,,,,,,,V,,,,,,,,,,,,,,
486,נשך כל דבר,Deu 23:20,,,,,V, ,,,,,V,,,,,,,,,,,,,,
487,בכל משלח ידך,Deu 23:21,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
488,מוצא שפתיך,Deu 23:24,,,,,,,V,, ,,V,,,,,,,,,,,,,,
489,בכרם רעך,Deu 23:25,,,,,,,V,,V,,V,,,,,,,,,,,,,,
490,בקמת רעך,Deu 23:26,,,,,,,V,,V,,V,,,,,,,,,,,,,,
491,קמת רעך,Deu 23:26,,,,,,,V,, ,,V,,,,,,,,,,,,,,
492,ערות דבר,Deu 24:1,,,,,,,,,,,V,,,,,,,,,,,,,,
493,ספר כריתת,Deu 24:1,,,,,,,,,,,V,,,,,,,,,,,,,,
494,ספר כריתת,Deu 24:3,,,,,,,,,,,V,,,,,,,,,,,,,,
495,מבני ישראל,Deu 24:7,,,,,,,,,V,,V,,,,,,,,,,,,,,
496,בנגע הצרעת,Deu 24:8,,,,,,,,,V,,V,,,,,,,,,,,,,,
497,משאת מאומה,Deu 24:10,,,,,,,,,,,V,,,,,,,,,,,,,,
498,משפט גר יתום,Deu 24:17,,,,,,,,,,,V,2, ,,,,,,,,,,,,
499,בגד אלמנה,Deu 24:17,,,,,,,,,,,V,,,,,,,,,,,,,,
500,בכל מעשה ידיך,Deu 24:19,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
501,בארץ מצרים,Deu 24:22,,,,,,,,,V,,V,,,,,,,,,,,,,,
502,בן הכות,Deu 25:2,?,, ,,,,,,,,V,,,,,,,,,,,,,,
503,אשת המת,Deu 25:5,,,,,,,,,,,V,,,,,,,,,,,,,,
504,שם אחיו  ,Deu 25:6,,,,,,,V,, ,,V,,,,,,,,,,,,,,
505,זקני עירו,Deu 25:8,,,,,,,V,, ,,V,,,,,,,,,,,,,,
506,לעיני הזקנים,Deu 25:9,,,,,,,,,V,,V,,,,,,,,,,,,,,
507,בית אחיו,Deu 25:9,,,,,,,V,, ,,V,,,,,,,,,,,,,,
508,בית חלוץ הנעל,Deu 25:10,,,,,,, ,,,,V,,2,V,,,,V,V,,,,V,,
509,אשת האחד,Deu 25:11,,,,,,,,,,,V,,,,,,,,,,,,,,
510,מיד מכהו,Deu 25:11,,,,,,,V,,V,,V,,,,,,,V,,,,, ,,
511,תועבת יהוה אלהיך,Deu 25:16,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
512,כל עשה עול,Deu 25:16,?,,,,,V,,,,,V,,,,,,,,,,,,V,,
513,זכר עמלק,Deu 25:19,,,,,,,,,,,V,,,,,,,,,,,,,,
514,ראשית כל פרי האדמה,Deu 26:2,,,,,V, ,,,,,V,,2,,,,,,,,,,,,
515,מזבח יהוה אלהיך,Deu 26:4,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
516,במתי מעט,Deu 26:5,,,,,,,,,V,,V,,,,,,,,,,,,,,
517,אלהי אבותינו,Deu 26:7,,,אלהי אבותינו,,,,,,,,V,,,,,,,,,,,,,,
518,זבת חלב ודבש,Deu 26:9,,,,,,,,,,,V,2, ,,,,,,,,,V, ,,
519,ראשית פרי האדמה,Deu 26:10,,,,,,,,,,,V,,2,,,,,,,,,,,,
520,כל מעשר תבואתך,Deu 26:12,,,,,,V,,,V,,V,,,,,,,,,,,,,,
521,שנת המעשר,Deu 26:12,,,,,,,,,,,V,,,,,,,,,,,,,,
522,בקול יהוה אלהי,Deu 26:14,,,יהוה אלהי,,,,,,V,,V,,,,,,,,,,,,,,
523,ממעון קדשך,Deu 26:15,,,,,,,V,,V,,V,,,,,,,,,,,,,,
524,זבת חלב ודבש,Deu 26:15,,,,,,,,,,,V,2, ,,,,,,,,,V, ,,
525,לעם סגלה,Deu 26:18,,,,,,,,,V,,V,,,,,,,,,,,,,,
526,וזקני ישראל,Deu 27:1,,,,,,,,V, ,,V,,,,,,,,,,,,,,
527,כל דברי התורה,Deu 27:3,,,,,,V,,,,,V,,,,,,,,,,,,,,
528,זבת חלב ודבש,Deu 27:3,,,,,,,,,,,V,2, ,,,,,,,,,V, ,,
529,אלהי אבתיך,Deu 27:3,,,אלהי אבתיך,,,,,,,,V,,,,,,,,,,,,,,
530,בהר עיבל,Deu 27:4,,,,,,,,,V,,V,,,,,,,,,,,,,,
531,מזבח אבנים,Deu 27:5,,,,,,,,,,,V,,,,,,,,,,,,,,
532,מזבח יהוה אלהיך,Deu 27:6,,,יהוה אלהיך,,,,,,,,V,,,,,,,,,,,,,,
533,כל דברי התורה,Deu 27:8,,,,,,V,,,,,V,,,,,,,,,,,,,,
534,בקול יהוה אלהיך,Deu 27:10,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
535,הר גרזים,Deu 27:12,,,,,,,,,,,V,,,,,,,,,,,,,,
536,בהר עיבל,Deu 27:13,,,,,,,,,V,,V,,,,,,,,,,,,,,
537,כל איש ישראל,Deu 27:14,,,,,,V,,,,,V,,,,,,,,,,,,,,
538,תועבת יהוה,Deu 27:15,,,יהוה,,,,,,,,V,,,,,,,,,,,,,,
539,מעשה ידי חרש,Deu 27:15,,,,,,,,,,,V,,2,,,,,,,,,,,,
540,גבול רעהו,Deu 27:17,,,,,,,V,, ,,V,,,,,,,,,,,,,,
541,משפט גר יתום ואלמנה,Deu 27:19,,,,,,,,,,,V,3, ,,,,,,,,,,,,
542,אשת אביו,Deu 27:20,,,,,,,V,, ,,V,,,,,,,,,,,,,,
543,כנף אביו,Deu 27:20,,,,,,,V,, ,,V,,,,,,,,,,,,,,
544,בת אביו,Deu 27:22,,,,,,,V,, ,,V,,,,,,,,,,,,,,
545,בת אמו,Deu 27:22,,,,,,,V,, ,,V,,,,,,,,,,,,,,
546,מכה רעהו,Deu 27:24,,,,,,,V,, ,,V,,,,,,,,,,,,V,,
547,נפש דם ,Deu 27:25,,,,,,,,,,,V,,,,,,,,,,,,,,
548,דברי התורה  ,Deu 27:26,,,,,,,,,,,V,,,,,,,,,,,,,,
549,בקול יהוה אלהיך,Deu 28:1,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
550,כל גויי הארץ,Deu 28:1,,,,,,V,,,,,V,,,,,,,,,,,,,,
551,בקול יהוה אלהיך,Deu 28:2,,,יהוה אלהיך,,,,,,V,,V,,,,,,,,,,,,,,
552,פרי בטנך ,Deu 28:4,,,,,,,V,, ,,V,,,,,,,,,,,,,,
553,ופרי אדמתך,Deu 28:4,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
554,ופרי בהמתך,Deu 28:4,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
555,שגר אלפיך,Deu 28:4,,,,,,,,V, ,,V,,,,,,,,,,,,,,
556,ועשתרות צאנך,Deu 28:4,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
557,ובכל משלח ידך,Deu 28:8,,,,,,V,V,V, ,,V,,,,,,,,,,,,,,
558,מצות יהוה אלהיך,Deu 28:9,,,יהוה אלהיך,,,,,, ,,V,,,,,,,,,,,,,,
559,כל עמי הארץ,Deu 28:10,,,,,,V,,,,,V,,,,,,,,,,,,,,
560,שם יהוה,Deu 28:10,,,יהוה,,,,,,,,V,,,,,,,,,,,,,,
561,בפרי בטנך,Deu 28:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
562,ובפרי בהמתך,Deu 28:11,,,,,,,V,V,V,,V,,,,,,,,,,,,,,
563,ובפרי אדמתך,Deu 28:11,,,,,,,V,V,V,,V,,,,,,,,,,,,,,
564,מטר ארצך,Deu 28:12,,,,,,,,V, ,,V,,,,,,,,,,,,,,
565,כל מעשה ידך,Deu 28:12,,,,,,V,,V, ,,V,,,,,,,,,,,,,,
